genename,Tce_WB_log2FC_SB,Tce_WB_FDR_SB,Tce_WB_sexbias,Tce_WB_log2FC_SA,Tce_WB_FDR_SA,scaf_name,linkagegroup,chr_type
RBBH-5626,0.605990363,0.183789507,Unbiased,-0.218397907,0.911046962,CM009483.1,LG8,A
RBBH-5627,0.479499731,0.327054445,Unbiased,-0.23986635,0.90573185,CM009482.1,LG7,A
RBBH-5628,0.782609463,0.075233606,Unbiased,0.534653368,0.552334845,CM009477.1,LG2,A
RBBH-5629,0.778309285,0.060800177,Unbiased,0.037070099,0.989081617,CM009479.1,LG4,A
RBBH-563,0.236366296,0.770633406,Unbiased,-0.412072725,0.902622286,CM009473.1,LG10,A
RBBH-5631,0.047689338,0.966754909,Unbiased,NA,NA,PGFK01002299.1,NA,NA
RBBH-5632,-0.065559155,0.910301339,Unbiased,0.08541177,0.972818862,PGFK01001263.1,NA,NA
RBBH-5633,0.519807392,0.289734648,Unbiased,1.94159751,0.054804914,CM009483.1,LG8,A
RBBH-5635,0.846916045,0.084086945,Unbiased,-0.487335517,0.734289435,CM009472.1,LG1,A
RBBH-5636,0.076073222,0.961555209,Unbiased,-0.157367758,0.977523252,CM009479.1,LG4,A
RBBH-5637,0.613138456,0.178084031,Unbiased,0.222433904,0.905665694,CM009483.1,LG8,A
RBBH-5638,2.337290782,0.000403034,female_biased,-1.201777677,0.387154657,CM009479.1,LG4,A
RBBH-5639,0.175746933,0.781393641,Unbiased,-0.210582741,0.928474367,CM009472.1,LG1,A
RBBH-564,0.514081048,0.300031165,Unbiased,-0.829935129,0.243424293,CM009480.1,LG5,A
RBBH-5640,-0.515429858,0.573739477,Unbiased,0.327062976,0.945035569,CM009480.1,LG5,A
RBBH-5641,0.717837909,0.468475154,Unbiased,-0.502464993,0.886672682,CM009478.1,LG3,A
RBBH-5642,0.38074609,0.622976296,Unbiased,-0.105293025,0.976896941,CM009479.1,LG4,A
RBBH-5643,0.170698775,0.828827141,Unbiased,-0.223030138,0.930114403,CM009478.1,LG3,A
RBBH-5644,1.247130608,0.059551803,Unbiased,-0.198445343,0.970268091,CM009472.1,LG1,A
RBBH-5645,0.048420134,0.961956003,Unbiased,-0.196505677,0.96281612,CM009480.1,LG5,A
RBBH-5646,-0.138488577,0.836980028,Unbiased,0.181453718,0.937740434,CM009473.1,LG10,A
RBBH-5647,-0.106620422,0.877156333,Unbiased,-0.147433998,0.96281612,CM009474.1,LG11,A
RBBH-5649,0.016417749,0.98882802,Unbiased,0.840822202,0.850537285,CM009477.1,LG2,A
RBBH-565,-0.52716608,0.191670174,Unbiased,0.233427086,0.897632883,CM009480.1,LG5,A
RBBH-5652,-0.331643134,0.557533707,Unbiased,-0.119976573,0.969956462,CM009478.1,LG3,A
RBBH-5653,0.260159697,0.652102269,Unbiased,1.088484965,0.14171698,CM009483.1,LG8,A
RBBH-5654,-0.921499397,0.320953466,Unbiased,0.642562726,0.80284977,CM009478.1,LG3,A
RBBH-5655,-1.561365028,0.088230884,Unbiased,-0.275339834,0.96281612,CM009474.1,LG11,A
RBBH-5657,-0.521572959,0.435027739,Unbiased,0.267870476,0.92408383,CM009481.1,LG6,A
RBBH-5658,-0.402209266,0.558366351,Unbiased,0.090989984,0.978814856,CM009479.1,LG4,A
RBBH-5659,-0.58171916,0.327097891,Unbiased,0.715238287,0.258207684,CM009478.1,LG3,A
RBBH-566,0.487023494,0.480929777,Unbiased,-0.480667937,0.687219229,CM009483.1,LG8,A
RBBH-5661,-1.378876951,0.003858152,male_biased,0.041877544,0.990270871,CM009476.1,LG13,X
RBBH-5663,1.0791124,0.029747863,female_biased,0.345228955,0.840878832,CM009479.1,LG4,A
RBBH-5664,-0.703011609,0.498737906,Unbiased,0.265725782,0.96281612,CM009479.1,LG4,A
RBBH-5665,1.322408955,0.001324264,female_biased,-0.297538708,0.887445492,CM009478.1,LG3,A
RBBH-5666,0.857754596,0.07388782,Unbiased,-0.21184032,0.928990915,PGFK01002091.1,NA,NA
RBBH-5667,0.287560303,0.541391581,Unbiased,-0.25536315,0.894031847,CM009473.1,LG10,A
RBBH-5668,-0.502180012,0.40880872,Unbiased,0.039447083,0.990833097,CM009481.1,LG6,A
RBBH-567,0.610164204,0.162397485,Unbiased,-0.317690048,0.811155464,CM009478.1,LG3,A
RBBH-5670,-1.070196575,0.007524656,male_biased,0.46407134,0.729094255,CM009478.1,LG3,A
RBBH-5671,0.410286935,0.50724543,Unbiased,0.407731416,0.793064167,CM009480.1,LG5,A
RBBH-5673,-0.210482335,0.799863035,Unbiased,0.27730803,0.923688747,CM009480.1,LG5,A
RBBH-5674,-0.164654452,0.846265338,Unbiased,-0.35430527,0.906402655,CM009481.1,LG6,A
RBBH-5676,-0.409520663,0.685526315,Unbiased,1.203967213,0.214143607,CM009473.1,LG10,A
RBBH-5677,-0.208066012,0.784884129,Unbiased,0.183226549,0.965658658,CM009473.1,LG10,A
RBBH-5678,0.930281014,0.080443871,Unbiased,-0.505277997,0.729094255,CM009482.1,LG7,A
RBBH-5679,-11.34291652,1.91E-59,male_biased,2.937046087,2.63E-07,CM009480.1,LG5,A
RBBH-5680,0.494561049,0.23119578,Unbiased,-0.349120563,0.811155464,CM009476.1,LG13,X
RBBH-5682,-0.039451172,0.962703539,Unbiased,0.427818738,0.804972819,CM009477.1,LG2,A
RBBH-5683,0.037018646,0.948905055,Unbiased,0.059927448,0.979236703,CM009479.1,LG4,A
RBBH-5684,-0.172055143,0.809664475,Unbiased,0.049279418,0.989485857,CM009475.1,LG12,A
RBBH-5685,-0.047854917,0.95605739,Unbiased,0.191423859,0.955137184,CM009479.1,LG4,A
RBBH-5687,-0.328178404,0.731286767,Unbiased,0.06728071,0.989080055,CM009483.1,LG8,A
RBBH-5688,0.489614236,0.308317401,Unbiased,-0.8705994,0.148095053,CM009483.1,LG8,A
RBBH-5689,1.035120296,0.030113374,female_biased,-0.122953589,0.969956462,CM009473.1,LG10,A
RBBH-569,-0.59271592,0.320179277,Unbiased,-0.557376432,0.731973545,CM009482.1,LG7,A
RBBH-5690,-0.371764008,0.460508424,Unbiased,0.284399106,0.888205333,CM009481.1,LG6,A
RBBH-5691,0.628311737,0.294371921,Unbiased,-0.903871135,0.266454943,CM009480.1,LG5,A
RBBH-5692,-1.2046215,0.447571142,Unbiased,1.061078981,0.869482147,CM009478.1,LG3,A
RBBH-5693,0.99154086,0.030224934,female_biased,-0.252369268,0.892139562,CM009472.1,LG1,A
RBBH-5695,-1.882479101,0.000848792,male_biased,NA,NA,CM009484.1,LG9,A
RBBH-5696,0.856630023,0.244150289,Unbiased,0.436431178,0.899683717,CM009473.1,LG10,A
RBBH-5697,-0.356659429,0.430194001,Unbiased,-0.16641372,0.936135461,CM009472.1,LG1,A
RBBH-5698,0.184829794,0.798092286,Unbiased,0.139742851,0.969956462,CM009479.1,LG4,A
RBBH-5699,1.040015804,0.004383332,female_biased,-0.617873336,0.582371338,CM009479.1,LG4,A
RBBH-57,0.913926493,0.056690771,Unbiased,0.243417525,0.913458548,CM009479.1,LG4,A
RBBH-570,0.416349651,0.39727992,Unbiased,0.1303429,0.960657599,CM009481.1,LG6,A
RBBH-5700,1.353811875,0.00216839,female_biased,-0.208143883,0.938238074,CM009478.1,LG3,A
RBBH-5701,0.219644407,0.61900438,Unbiased,-0.436301037,0.63076125,CM009483.1,LG8,A
RBBH-5702,0.49326902,0.436986108,Unbiased,-0.075956998,0.979252021,CM009481.1,LG6,A
RBBH-5704,0.303852199,0.692859778,Unbiased,0.040513733,0.990833097,CM009478.1,LG3,A
RBBH-5705,-0.020769283,0.983237663,Unbiased,0.02767809,0.995764028,CM009483.1,LG8,A
RBBH-5706,-0.069022929,0.932923967,Unbiased,0.028728111,0.995606053,CM009472.1,LG1,A
RBBH-5707,-0.959179138,0.069793834,Unbiased,-0.697793401,0.747411425,CM009474.1,LG11,A
RBBH-5708,-0.649351325,0.381615633,Unbiased,-0.247365326,0.929918034,CM009484.1,LG9,A
RBBH-5709,-1.389004656,0.013300189,male_biased,2.314255597,4.47E-06,PGFK01002391.1,NA,NA
RBBH-571,0.389849352,0.456947874,Unbiased,-1.192249627,0.019959993,CM009479.1,LG4,A
RBBH-5711,-1.03156821,0.376474708,Unbiased,0.910724272,0.757705892,CM009483.1,LG8,A
RBBH-5713,0.144038715,0.909035841,Unbiased,1.000832665,0.762316327,CM009481.1,LG6,A
RBBH-5715,-0.260709735,0.666700122,Unbiased,-0.313115534,0.88681341,CM009483.1,LG8,A
RBBH-5716,-2.379091062,5.12E-14,male_biased,-0.278537005,0.897632883,CM009474.1,LG11,A
RBBH-5717,0.43157596,0.365845807,Unbiased,-0.050172903,0.981639634,CM009473.1,LG10,A
RBBH-5719,-0.804362829,0.143140071,Unbiased,0.288525803,0.911428448,CM009478.1,LG3,A
RBBH-5720,-0.715741285,0.072122672,Unbiased,-0.560155856,0.47940774,CM009479.1,LG4,A
RBBH-5721,-0.03401964,0.969843553,Unbiased,-0.049209237,0.98810317,CM009481.1,LG6,A
RBBH-5722,0.744368341,0.055656022,Unbiased,-1.170558074,0.007812224,CM009481.1,LG6,A
RBBH-5723,0.278116208,0.671153116,Unbiased,-0.035691683,0.992194183,CM009476.1,LG13,X
RBBH-5724,-0.652234515,0.209398991,Unbiased,-0.062557635,0.980477705,CM009480.1,LG5,A
RBBH-5725,0.081192211,0.880902078,Unbiased,-0.679417678,0.281632746,CM009476.1,LG13,X
RBBH-5727,-1.524778465,0.000501806,male_biased,0.578852793,0.747411425,CM009479.1,LG4,A
RBBH-5728,-0.239593483,0.605042864,Unbiased,-0.176751764,0.938932846,CM009477.1,LG2,A
RBBH-573,-0.629833221,0.319847323,Unbiased,1.235250743,0.079692394,CM009482.1,LG7,A
RBBH-5731,0.09036191,0.895191315,Unbiased,-0.947338423,0.17113851,CM009481.1,LG6,A
RBBH-5732,0.446023661,0.29659858,Unbiased,-0.059016116,0.97857876,CM009474.1,LG11,A
RBBH-5733,0.621947044,0.36803847,Unbiased,NA,NA,CM009472.1,LG1,A
RBBH-5734,2.505013284,1.58E-07,female_biased,-0.280786084,0.938549605,CM009479.1,LG4,A
RBBH-5735,0.131939948,0.875559231,Unbiased,-1.291014825,0.10836507,CM009478.1,LG3,A
RBBH-5736,-0.491084661,0.45504208,Unbiased,0.079886252,0.981477744,CM009476.1,LG13,X
RBBH-5737,-0.414490526,0.617906328,Unbiased,-0.04167068,0.994341402,CM009478.1,LG3,A
RBBH-5739,0.060964058,0.915201428,Unbiased,0.020729793,0.993348971,CM009478.1,LG3,A
RBBH-574,-0.55901339,0.132091603,Unbiased,0.166337718,0.938549605,CM009478.1,LG3,A
RBBH-5740,-0.436908022,0.395380993,Unbiased,-0.257107197,0.89471414,CM009478.1,LG3,A
RBBH-5741,-0.694921696,0.113627578,Unbiased,0.036503208,0.989706946,CM009480.1,LG5,A
RBBH-5742,0.172822593,0.883748105,Unbiased,0.281332439,0.955087211,CM009474.1,LG11,A
RBBH-5743,1.309968724,0.028498456,female_biased,0.09316288,0.979252021,CM009481.1,LG6,A
RBBH-5745,0.297553828,0.695376659,Unbiased,0.208641098,0.932825873,CM009482.1,LG7,A
RBBH-5746,-0.345103901,0.543813656,Unbiased,-0.391249154,0.791614696,CM009480.1,LG5,A
RBBH-5747,-0.739223931,0.047418753,male_biased,0.017189678,0.994341402,CM009481.1,LG6,A
RBBH-5749,-1.192266446,0.115130477,Unbiased,0.713388322,0.768328849,CM009474.1,LG11,A
RBBH-575,-0.663801267,0.524876978,Unbiased,NA,NA,PGFK01002594.1,NA,NA
RBBH-5750,-0.203867322,0.658062157,Unbiased,-0.247092502,0.879824285,CM009473.1,LG10,A
RBBH-5751,-0.07236988,0.888815402,Unbiased,0.140113646,0.944022962,CM009472.1,LG1,A
RBBH-5752,0.135741078,0.835416999,Unbiased,-0.303296852,0.887787504,CM009479.1,LG4,A
RBBH-5753,-0.92422364,0.173775393,Unbiased,0.50280387,0.785261589,CM009474.1,LG11,A
RBBH-5757,-0.710303069,0.314523756,Unbiased,0.184345837,0.966642261,CM009477.1,LG2,A
RBBH-5758,-0.379420028,0.582322043,Unbiased,0.316963716,0.911046962,CM009478.1,LG3,A
RBBH-5759,0.173708594,0.710387723,Unbiased,-0.055174336,0.979252021,CM009482.1,LG7,A
RBBH-576,0.807050356,0.212756771,Unbiased,NA,NA,CM009475.1,LG12,A
RBBH-5760,0.422948185,0.385205061,Unbiased,0.027878916,0.992050656,CM009472.1,LG1,A
RBBH-5761,-0.505849265,0.262103833,Unbiased,-0.460349738,0.640828318,CM009481.1,LG6,A
RBBH-5762,-0.087818163,0.907616712,Unbiased,-0.528775316,0.747411425,CM009478.1,LG3,A
RBBH-5763,0.456446095,0.370417464,Unbiased,0.134300939,0.956285035,CM009484.1,LG9,A
RBBH-5764,-0.432684595,0.535752802,Unbiased,0.139050425,0.965012419,CM009482.1,LG7,A
RBBH-5765,-1.344608262,0.001308083,male_biased,1.290914561,0.083362279,CM009478.1,LG3,A
RBBH-5766,0.22682102,0.675958128,Unbiased,-0.301837739,0.869186067,CM009473.1,LG10,A
RBBH-5767,0.120640212,0.815880591,Unbiased,-0.084129467,0.972938545,PGFK01001788.1,NA,NA
RBBH-5768,-0.50036817,0.476602669,Unbiased,0.588853353,0.735000686,CM009477.1,LG2,A
RBBH-577,-1.532133139,0.000180163,male_biased,0.004397928,0.998250829,CM009481.1,LG6,A
RBBH-5772,0.641627942,0.11294598,Unbiased,0.145755777,0.947955337,CM009484.1,LG9,A
RBBH-5774,0.081514956,0.903450903,Unbiased,-0.333085888,0.868931967,CM009472.1,LG1,A
RBBH-5776,0.123558679,0.932260974,Unbiased,0.637312116,0.885247436,CM009479.1,LG4,A
RBBH-5778,0.167963481,0.736063531,Unbiased,-0.313362671,0.817720545,CM009479.1,LG4,A
RBBH-578,0.535900481,0.560701279,Unbiased,0.71355564,0.732229633,CM009474.1,LG11,A
RBBH-5780,0.446467854,0.46397421,Unbiased,-0.08572602,0.977420535,CM009482.1,LG7,A
RBBH-5781,0.309181877,0.496578983,Unbiased,-0.350084909,0.764103838,CM009477.1,LG2,A
RBBH-5782,-1.246409389,0.310243401,Unbiased,0.674083081,0.874105114,CM009472.1,LG1,A
RBBH-5783,-0.061032595,0.913640155,Unbiased,0.194753548,0.918675187,CM009476.1,LG13,X
RBBH-5784,0.640881386,0.166279295,Unbiased,-0.030750529,0.991079049,CM009480.1,LG5,A
RBBH-5785,1.69308063,0.000880808,female_biased,-0.983572749,0.343424488,CM009480.1,LG5,A
RBBH-5786,1.117165946,0.102458194,Unbiased,-0.152862467,0.964706649,CM009473.1,LG10,A
RBBH-5787,0.106537593,0.843335084,Unbiased,-0.285796394,0.837858931,CM009476.1,LG13,X
RBBH-5788,-1.11035414,0.000670524,male_biased,0.208975947,0.902932832,CM009479.1,LG4,A
RBBH-5789,0.05837127,0.922486205,Unbiased,0.626946137,0.440537339,CM009483.1,LG8,A
RBBH-579,-0.237804856,0.684639013,Unbiased,-0.731623391,0.256711718,CM009472.1,LG1,A
RBBH-5790,-0.347524034,0.769226571,Unbiased,-0.116371406,0.980477705,CM009477.1,LG2,A
RBBH-5791,-0.063937259,0.956046801,Unbiased,0.287747574,0.945573623,CM009483.1,LG8,A
RBBH-5793,0.494064386,0.29604823,Unbiased,-0.559063963,0.52070095,CM009478.1,LG3,A
RBBH-5794,0.357947315,0.719517808,Unbiased,0.650985895,0.757717913,PGFK01000688.1,NA,NA
RBBH-5795,0.124652325,0.919501117,Unbiased,-1.174720316,0.237314517,CM009484.1,LG9,A
RBBH-5796,0.817831117,0.191356771,Unbiased,-0.12917102,0.974365244,CM009476.1,LG13,X
RBBH-5797,0.01295655,0.992126549,Unbiased,-1.971992119,0.093949637,PGFK01002300.1,NA,NA
RBBH-5798,-1.270915963,0.06308366,Unbiased,0.504968387,0.847240063,CM009480.1,LG5,A
RBBH-5799,-0.189901564,0.722450113,Unbiased,-0.341902696,0.784714839,CM009478.1,LG3,A
RBBH-58,0.302703435,0.532836033,Unbiased,-0.068802616,0.976896941,CM009476.1,LG13,X
RBBH-580,1.012009653,0.051401093,Unbiased,-0.300874086,0.89471414,CM009478.1,LG3,A
RBBH-5800,0.067408354,0.966197958,Unbiased,-0.12565575,0.980914507,CM009482.1,LG7,A
RBBH-5801,4.291725911,1.93E-05,female_biased,-0.953324999,0.756379731,CM009481.1,LG6,A
RBBH-5802,0.207822405,0.671412257,Unbiased,-0.076675418,0.974800993,CM009478.1,LG3,A
RBBH-5803,-0.092456848,0.889322469,Unbiased,-0.631627827,0.518669176,CM009475.1,LG12,A
RBBH-5804,0.887789899,0.016806529,female_biased,-0.287655585,0.865528929,CM009482.1,LG7,A
RBBH-5805,-1.052610025,0.003414165,male_biased,-0.158523161,0.949910759,PGFK01001247.1,NA,NA
RBBH-5807,0.526767759,0.327973603,Unbiased,-0.119768509,0.968837926,CM009482.1,LG7,A
RBBH-5808,1.253470866,0.002033105,female_biased,-0.301414829,0.836535266,CM009478.1,LG3,A
RBBH-5809,0.173723363,0.741887746,Unbiased,0.184800015,0.927157238,NA,NA,NA
RBBH-581,6.058738252,1.28E-46,female_biased,-0.854332586,0.242951415,CM009482.1,LG7,A
RBBH-5810,10.75519206,5.31E-27,female_biased,-1.202703975,0.365104693,CM009477.1,LG2,A
RBBH-5811,-0.575703648,0.412812462,Unbiased,-0.11401558,0.974365244,CM009479.1,LG4,A
RBBH-5812,-0.319949128,0.518494498,Unbiased,-1.066708711,0.138011714,CM009481.1,LG6,A
RBBH-5813,-1.393209248,0.000330825,male_biased,0.791343462,0.346152167,CM009473.1,LG10,A
RBBH-5814,-0.512106754,0.573638588,Unbiased,1.281472396,0.113475614,CM009478.1,LG3,A
RBBH-5817,-0.975224114,0.182100364,Unbiased,0.044944536,0.992194183,CM009476.1,LG13,X
RBBH-5818,1.141329875,0.064681096,Unbiased,0.011372105,0.996702881,CM009483.1,LG8,A
RBBH-5819,-1.169846578,0.210730178,Unbiased,0.426759819,0.928990915,CM009476.1,LG13,X
RBBH-582,0.638315989,0.112566237,Unbiased,-0.339132689,0.783188377,CM009474.1,LG11,A
RBBH-5820,1.274481097,0.296224294,Unbiased,-0.498927602,0.92655804,CM009482.1,LG7,A
RBBH-5821,0.230426826,0.651238495,Unbiased,0.122963179,0.963952656,CM009475.1,LG12,A
RBBH-5823,0.468520597,0.520979578,Unbiased,-0.775825169,0.767387467,CM009481.1,LG6,A
RBBH-5824,-1.344010684,0.029681932,male_biased,0.372303214,0.907336587,CM009482.1,LG7,A
RBBH-5825,1.726857683,0.001055925,female_biased,0.933072302,0.671874881,CM009478.1,LG3,A
RBBH-5826,-0.768411356,0.316202001,Unbiased,0.564073219,0.814579429,CM009474.1,LG11,A
RBBH-5827,-0.523752175,0.251664927,Unbiased,0.432937888,0.710393505,CM009483.1,LG8,A
RBBH-5828,-0.601400867,0.250141823,Unbiased,-0.034091726,0.991148179,CM009479.1,LG4,A
RBBH-5829,0.497148077,0.212792568,Unbiased,-0.228185916,0.89471414,CM009479.1,LG4,A
RBBH-583,0.098066859,0.906537148,Unbiased,-1.158122315,0.078783376,CM009482.1,LG7,A
RBBH-5830,-0.262478094,0.592173645,Unbiased,0.91872363,0.118179194,CM009479.1,LG4,A
RBBH-5831,1.113656597,0.038373747,female_biased,0.250271326,0.936513262,PGFK01003638.1,NA,NA
RBBH-5832,0.315117046,0.522999662,Unbiased,0.10416357,0.970268091,CM009473.1,LG10,A
RBBH-5833,0.187196368,0.769600289,Unbiased,0.64060887,0.433907072,CM009478.1,LG3,A
RBBH-5834,-0.198528687,0.801419212,Unbiased,0.398103807,0.785261589,CM009483.1,LG8,A
RBBH-5836,0.284108956,0.562165534,Unbiased,0.6127099,0.604852728,PGFK01001247.1,NA,NA
RBBH-5837,0.382173302,0.324133214,Unbiased,-0.1683634,0.927157238,PGFK01003155.1,NA,NA
RBBH-5838,0.755159306,0.11118725,Unbiased,-0.061559938,0.980477705,CM009479.1,LG4,A
RBBH-5839,-0.528379865,0.515939945,Unbiased,1.130992467,0.256834667,CM009477.1,LG2,A
RBBH-584,0.205584827,0.747664643,Unbiased,0.184789747,0.944022962,CM009483.1,LG8,A
RBBH-5840,0.33474934,0.610128587,Unbiased,-0.566061193,0.713614818,CM009474.1,LG11,A
RBBH-5841,0.650748844,0.300757552,Unbiased,0.056211347,0.988121876,CM009472.1,LG1,A
RBBH-5842,-0.266114429,0.681992761,Unbiased,-0.130410258,0.965658658,PGFK01002321.1,NA,NA
RBBH-5843,0.898558272,0.157664938,Unbiased,-0.557067068,0.716659026,CM009476.1,LG13,X
RBBH-5844,-0.477048636,0.761675712,Unbiased,-1.709041665,0.516860008,PGFK01000374.1,NA,NA
RBBH-5846,0.577380814,0.312736529,Unbiased,0.099913008,0.974800993,CM009478.1,LG3,A
RBBH-5848,-0.904604817,0.029306174,male_biased,-0.753471636,0.25226288,CM009474.1,LG11,A
RBBH-5849,-1.269354592,0.188783199,Unbiased,0.347353763,0.950686905,CM009481.1,LG6,A
RBBH-5850,0.360650772,0.37711755,Unbiased,-0.212023834,0.902622286,CM009480.1,LG5,A
RBBH-5851,0.391547604,0.451665305,Unbiased,0.083985554,0.973682198,CM009480.1,LG5,A
RBBH-5853,-0.603494744,0.219827966,Unbiased,0.232558188,0.910275744,CM009482.1,LG7,A
RBBH-5855,-1.500309844,0.003236404,male_biased,-0.320489672,0.902622286,CM009479.1,LG4,A
RBBH-5856,-0.801930989,0.137952705,Unbiased,0.71758339,0.436035703,CM009480.1,LG5,A
RBBH-5858,0.8582313,0.140566398,Unbiased,-0.497563781,0.758733484,CM009480.1,LG5,A
RBBH-586,-0.185964636,0.861963797,Unbiased,NA,NA,CM009473.1,LG10,A
RBBH-5860,0.132145108,0.885785426,Unbiased,0.039002606,0.992983529,CM009476.1,LG13,X
RBBH-5861,0.676560311,0.186571539,Unbiased,0.234184671,0.910992247,CM009474.1,LG11,A
RBBH-5862,0.588734268,0.12287989,Unbiased,0.09196204,0.970432675,CM009478.1,LG3,A
RBBH-5863,0.503555822,0.431156938,Unbiased,NA,NA,PGFK01003130.1,NA,NA
RBBH-5864,-0.261343621,0.662279283,Unbiased,0.124170884,0.968837926,CM009482.1,LG7,A
RBBH-5866,-0.491200978,0.560168402,Unbiased,-0.693796093,0.732229633,PGFK01002972.1,NA,NA
RBBH-5867,0.067214537,0.919065766,Unbiased,-0.250228802,0.892010871,CM009483.1,LG8,A
RBBH-5869,-0.255506512,0.531636674,Unbiased,-0.075869047,0.977420535,CM009482.1,LG7,A
RBBH-587,0.583356114,0.370096203,Unbiased,0.02795026,0.993398299,CM009474.1,LG11,A
RBBH-5870,0.24539013,0.581707323,Unbiased,-0.012442983,0.995764028,CM009474.1,LG11,A
RBBH-5871,-1.337861786,0.000299824,male_biased,0.063249646,0.979252021,CM009483.1,LG8,A
RBBH-5873,-0.502365738,0.516955335,Unbiased,0.239297451,0.944022962,CM009477.1,LG2,A
RBBH-5875,0.509355741,0.21338675,Unbiased,-0.066653443,0.977420535,CM009476.1,LG13,X
RBBH-5876,-0.225038756,0.602358199,Unbiased,-0.145110403,0.943761426,CM009472.1,LG1,A
RBBH-5877,0.687627619,0.174449227,Unbiased,-0.160032305,0.95341229,CM009476.1,LG13,X
RBBH-5878,1.110509246,0.004557105,female_biased,-0.462249706,0.628505512,PGFK01001210.1,NA,NA
RBBH-588,-0.263851044,0.711616244,Unbiased,-0.170712769,0.968837926,CM009473.1,LG10,A
RBBH-5880,-0.977756746,0.138188067,Unbiased,-0.453179019,0.875719543,CM009483.1,LG8,A
RBBH-5881,-0.243921416,0.702573693,Unbiased,-0.238007765,0.90901746,CM009481.1,LG6,A
RBBH-5882,0.198793579,0.68827192,Unbiased,0.600011276,0.338621757,PGFK01002391.1,NA,NA
RBBH-5883,-1.67044976,3.34E-06,male_biased,0.266304679,0.913458548,CM009484.1,LG9,A
RBBH-5884,-2.160697593,0.000651378,male_biased,0.810467655,0.708183898,CM009478.1,LG3,A
RBBH-5887,0.335040627,0.484217142,Unbiased,0.070047247,0.977001374,CM009481.1,LG6,A
RBBH-5888,-1.118774006,0.049837686,male_biased,-0.784040229,0.548470975,CM009472.1,LG1,A
RBBH-5889,-1.008974235,0.053300678,Unbiased,0.362779393,0.900768936,CM009474.1,LG11,A
RBBH-589,0.02764106,0.958613976,Unbiased,-0.294090206,0.811010192,CM009482.1,LG7,A
RBBH-5892,0.532875884,0.281057166,Unbiased,-0.788198463,0.190459238,PGFK01002832.1,NA,NA
RBBH-5893,-0.1983506,0.696454929,Unbiased,0.186672224,0.927464872,CM009482.1,LG7,A
RBBH-5894,-0.45988242,0.326222166,Unbiased,0.217169281,0.915082766,PGFK01001788.1,NA,NA
RBBH-5895,-0.338930122,0.577359432,Unbiased,0.366885508,0.865528929,CM009478.1,LG3,A
RBBH-5896,-1.011234267,0.119311515,Unbiased,0.806798234,0.601642189,CM009477.1,LG2,A
RBBH-5897,-1.043890655,0.072620038,Unbiased,0.02385967,0.994341402,CM009479.1,LG4,A
RBBH-5899,0.330997247,0.552227159,Unbiased,-0.829703034,0.314778238,PGFK01003056.1,NA,NA
RBBH-5900,-0.213887997,0.667250418,Unbiased,0.061428413,0.978790607,CM009478.1,LG3,A
RBBH-5901,0.06443357,0.932648018,Unbiased,0.853791938,0.521118082,CM009478.1,LG3,A
RBBH-5902,0.337303112,0.49130507,Unbiased,0.401500394,0.782815714,CM009472.1,LG1,A
RBBH-5903,-0.952737602,0.023532953,male_biased,0.794770378,0.280188505,CM009484.1,LG9,A
RBBH-5905,0.312581321,0.630102559,Unbiased,-0.120936185,0.969965601,CM009481.1,LG6,A
RBBH-5907,0.39492643,0.408271346,Unbiased,-0.684499024,0.196375537,PGFK01003056.1,NA,NA
RBBH-5908,-0.697459696,0.299378665,Unbiased,0.309050402,0.918706068,CM009474.1,LG11,A
RBBH-591,0.314308297,0.475629889,Unbiased,-0.282460405,0.85248357,CM009478.1,LG3,A
RBBH-5910,1.377350472,0.130329119,Unbiased,0.443900205,0.933570985,NA,NA,NA
RBBH-5911,-0.967458503,0.392192691,Unbiased,0.310484671,0.96281612,PGFK01003155.1,NA,NA
RBBH-5913,0.407900167,0.629795271,Unbiased,0.320644324,0.912452079,CM009473.1,LG10,A
RBBH-5914,-0.560845939,0.551662992,Unbiased,1.046874314,0.360269262,CM009481.1,LG6,A
RBBH-5915,-0.803188999,0.080567632,Unbiased,-0.415624753,0.768898473,CM009473.1,LG10,A
