genename,Tce_RT_log2FC_SB,Tce_RT_FDR_SB,Tce_RT_sexbias,Tce_RT_log2FC_SA,Tce_RT_FDR_SA,scaf_name,linkagegroup,chr_type
RBBH-11670,2.986231699,1.71E-05,female_biased,-0.304453078,0.870052099,CM009478.1,LG3,A
RBBH-11671,1.089939754,0.050400535,Unbiased,0.488980936,0.572510974,CM009484.1,LG9,A
RBBH-11672,-0.207871326,0.740082899,Unbiased,-0.0295881,0.983334833,CM009479.1,LG4,A
RBBH-11673,-2.31974634,0.028647007,male_biased,-1.023094765,0.662602327,CM009476.1,LG13,X
RBBH-11674,-2.178811061,0.06546232,Unbiased,-0.200585546,0.954204672,CM009474.1,LG11,A
RBBH-11676,-0.928471782,0.328242595,Unbiased,0.302464838,0.886425301,CM009473.1,LG10,A
RBBH-11678,-1.324060992,0.108559589,Unbiased,0.994188403,0.489752759,CM009481.1,LG6,A
RBBH-11679,0.478501262,0.280901183,Unbiased,0.196583729,0.817842212,CM009472.1,LG1,A
RBBH-1168,-0.422118227,0.675425771,Unbiased,-0.976101576,0.409423933,CM009481.1,LG6,A
RBBH-11680,1.644817587,0.049626956,female_biased,0.538389477,0.737401635,NA,NA,NA
RBBH-11683,0.092001447,0.928269537,Unbiased,-0.054869072,0.978437464,CM009479.1,LG4,A
RBBH-11684,-0.433322897,0.499529615,Unbiased,-0.861357043,0.275866494,CM009478.1,LG3,A
RBBH-11685,0.262859401,0.716283821,Unbiased,0.563504374,0.378032466,CM009482.1,LG7,A
RBBH-11686,0.131006036,0.839484748,Unbiased,0.414711901,0.640682028,CM009483.1,LG8,A
RBBH-11687,0.084163669,0.871359084,Unbiased,-0.184928115,0.83385267,CM009478.1,LG3,A
RBBH-11688,0.813360515,0.099509985,Unbiased,0.057556575,0.959232456,CM009474.1,LG11,A
RBBH-11691,-2.272921986,3.99E-08,male_biased,1.267313882,0.092200147,CM009484.1,LG9,A
RBBH-11693,0.799609235,0.316799626,Unbiased,-0.626015255,0.529241448,CM009475.1,LG12,A
RBBH-11694,0.395748047,0.463479749,Unbiased,-0.272271487,0.775991443,CM009479.1,LG4,A
RBBH-11695,0.555904828,0.484896227,Unbiased,0.766163862,0.484323047,PGFK01001946.1,NA,NA
RBBH-11696,0.004581456,0.996275292,Unbiased,1.452397851,0.128063238,PGFK01003155.1,NA,NA
RBBH-11697,0.060114708,0.939188931,Unbiased,-0.414291628,0.693844662,CM009480.1,LG5,A
RBBH-11698,0.842624771,0.063972867,Unbiased,-0.350648455,0.671625856,CM009479.1,LG4,A
RBBH-117,0.194086933,0.751492959,Unbiased,0.07661208,0.951576678,CM009483.1,LG8,A
RBBH-1170,1.805394888,9.08E-06,female_biased,-0.216175221,0.825311354,PGFK01001247.1,NA,NA
RBBH-11700,-0.105774528,0.864498232,Unbiased,-0.866475534,0.14849554,CM009473.1,LG10,A
RBBH-11701,0.804402933,0.088649769,Unbiased,0.18868139,0.826552674,CM009479.1,LG4,A
RBBH-11703,0.228836826,0.66813514,Unbiased,-0.178237005,0.851226895,PGFK01002321.1,NA,NA
RBBH-11704,2.404238551,4.82E-06,female_biased,-0.372181875,0.7629602,CM009480.1,LG5,A
RBBH-11705,-0.306670591,0.72140585,Unbiased,1.230943876,0.151372528,CM009478.1,LG3,A
RBBH-11706,-0.136609296,0.808105321,Unbiased,0.333764491,0.700737254,CM009482.1,LG7,A
RBBH-11707,0.16311685,0.791711362,Unbiased,0.292152368,0.787024174,CM009481.1,LG6,A
RBBH-11708,1.214826374,0.0107454,female_biased,0.063119729,0.95677032,CM009479.1,LG4,A
RBBH-11709,-1.656294823,2.45E-05,male_biased,0.051850101,0.964764407,CM009475.1,LG12,A
RBBH-1171,-0.527313345,0.717594106,Unbiased,0.58371066,0.833824083,NA,NA,NA
RBBH-11710,-0.537813409,0.321512201,Unbiased,0.366536474,0.664320341,NA,NA,NA
RBBH-11712,0.271923573,0.698361997,Unbiased,0.35632721,0.656781012,CM009482.1,LG7,A
RBBH-11715,-3.383723776,1.57E-15,male_biased,0.889007144,0.173195227,CM009472.1,LG1,A
RBBH-11716,0.007172403,0.996634157,Unbiased,-0.526929281,0.844170397,PGFK01003215.1,NA,NA
RBBH-11719,-0.907978597,0.512064289,Unbiased,-1.353500994,0.598970846,CM009473.1,LG10,A
RBBH-1172,1.620503864,0.010414966,female_biased,0.163623823,0.906991093,CM009480.1,LG5,A
RBBH-11720,-1.101635886,0.009204496,male_biased,-0.355995717,0.663747974,CM009482.1,LG7,A
RBBH-11721,-2.129292501,1.70E-08,male_biased,0.339865116,0.644547045,CM009476.1,LG13,X
RBBH-11722,-0.36682916,0.490868843,Unbiased,-0.149865685,0.883277677,CM009479.1,LG4,A
RBBH-11723,1.527891614,0.074372771,Unbiased,-0.202434944,0.890585434,CM009481.1,LG6,A
RBBH-11725,-2.955784207,4.68E-05,male_biased,0.053577228,0.983569407,CM009482.1,LG7,A
RBBH-11726,-0.573438211,0.236988181,Unbiased,0.248831771,0.807843229,CM009473.1,LG10,A
RBBH-11728,-1.306362893,0.022284444,male_biased,0.698415244,0.513009879,CM009472.1,LG1,A
RBBH-11729,0.153810225,0.833928979,Unbiased,0.290076402,0.760711584,CM009479.1,LG4,A
RBBH-1173,0.343462621,0.533917648,Unbiased,0.451441103,0.643872611,CM009474.1,LG11,A
RBBH-11730,-0.329607127,0.606824307,Unbiased,-0.58144142,0.518908436,CM009484.1,LG9,A
RBBH-11732,-0.288649192,0.593129862,Unbiased,-0.185979403,0.847963223,CM009480.1,LG5,A
RBBH-11733,1.202110727,0.050244655,Unbiased,0.391244266,0.678094344,CM009472.1,LG1,A
RBBH-11734,-0.215734009,0.803581721,Unbiased,0.002903364,0.999258059,CM009476.1,LG13,X
RBBH-11735,-1.078868554,0.09308257,Unbiased,0.669420071,0.587740999,CM009474.1,LG11,A
RBBH-11737,1.259586571,0.0054241,female_biased,0.153522854,0.884166736,CM009482.1,LG7,A
RBBH-11738,0.814134948,0.182179133,Unbiased,-0.848071583,0.368444348,CM009473.1,LG10,A
RBBH-11740,-0.266633153,0.666808047,Unbiased,-0.153667933,0.890945296,CM009474.1,LG11,A
RBBH-11741,-1.600399221,0.0129544,male_biased,0.310864932,0.844084183,CM009472.1,LG1,A
RBBH-11742,0.608994632,0.349411652,Unbiased,-0.34382746,0.738702632,CM009478.1,LG3,A
RBBH-11743,-1.190984235,0.162399193,Unbiased,0.229542238,0.888072183,CM009482.1,LG7,A
RBBH-11744,1.561098385,0.022582389,female_biased,-0.803915385,0.490257224,CM009479.1,LG4,A
RBBH-11748,-0.490829032,0.278834707,Unbiased,0.226180053,0.781867669,CM009480.1,LG5,A
RBBH-11751,0.772998702,0.085532806,Unbiased,-0.156322193,0.867370147,CM009479.1,LG4,A
RBBH-11752,0.556435933,0.585551475,Unbiased,-0.167284798,0.938592875,CM009477.1,LG2,A
RBBH-11753,0.338568728,0.731029574,Unbiased,-0.47247074,0.733629132,CM009480.1,LG5,A
RBBH-11754,1.439877586,0.023209811,female_biased,-0.568172782,0.612701701,CM009481.1,LG6,A
RBBH-11756,1.694384552,0.00016083,female_biased,0.504072641,0.436354482,PGFK01001247.1,NA,NA
RBBH-11757,-1.239315576,0.16296916,Unbiased,0.250635316,0.890945296,CM009483.1,LG8,A
RBBH-11758,-0.02599844,0.971329371,Unbiased,0.158161606,0.889143096,CM009480.1,LG5,A
RBBH-1176,0.959785925,0.22008374,Unbiased,-0.631311528,0.620127825,CM009479.1,LG4,A
RBBH-11760,1.943358924,0.000132831,female_biased,-0.637135786,0.392193839,CM009477.1,LG2,A
RBBH-11762,-0.671955661,0.108658754,Unbiased,-0.021292184,0.984355765,CM009472.1,LG1,A
RBBH-11763,-3.942395499,1.08E-06,male_biased,3.05271459,0.009708881,CM009482.1,LG7,A
RBBH-11765,1.175264582,0.098529415,Unbiased,-0.841950542,0.443610062,CM009478.1,LG3,A
RBBH-11766,-0.327534334,0.760368687,Unbiased,0.34466275,0.865688641,CM009478.1,LG3,A
RBBH-11771,-0.503489837,0.601646449,Unbiased,-0.89150874,0.595280823,CM009478.1,LG3,A
RBBH-11772,2.029194319,2.05E-06,female_biased,0.011451999,0.992542305,CM009483.1,LG8,A
RBBH-11774,-0.464133701,0.309337835,Unbiased,1.391972394,0.019975372,CM009478.1,LG3,A
RBBH-11776,-0.780526106,0.050765866,Unbiased,0.665385686,0.2648904,PGFK01002102.1,NA,NA
RBBH-11777,-5.669504874,1.52E-14,male_biased,1.449280163,0.031272327,CM009472.1,LG1,A
RBBH-11778,2.41355194,1.34E-07,female_biased,-0.677110445,0.415230639,CM009473.1,LG10,A
RBBH-1178,0.069573358,0.939055047,Unbiased,0.912237536,0.236675237,PGFK01001832.1,NA,NA
RBBH-11780,1.190764838,0.008098644,female_biased,-0.562332089,0.413952099,CM009479.1,LG4,A
RBBH-11781,-0.365461648,0.57212645,Unbiased,0.580160908,0.484323047,CM009483.1,LG8,A
RBBH-11782,0.893554653,0.132892382,Unbiased,0.035422813,0.983600954,CM009481.1,LG6,A
RBBH-11783,0.499068635,0.387509358,Unbiased,-0.398588365,0.68346028,CM009478.1,LG3,A
RBBH-11784,-0.775855846,0.24148019,Unbiased,0.519809134,0.684735607,CM009474.1,LG11,A
RBBH-11785,-2.216128287,0.054923791,Unbiased,3.997967763,0.105995762,CM009481.1,LG6,A
RBBH-11788,-0.109074762,0.901367889,Unbiased,0.10433566,0.953644061,CM009483.1,LG8,A
RBBH-11789,-0.755688247,0.448887039,Unbiased,0.734664092,0.649506166,CM009479.1,LG4,A
RBBH-1179,-4.353049676,3.61E-22,male_biased,-0.459134567,0.612701701,CM009478.1,LG3,A
RBBH-11792,-0.685541614,0.320862516,Unbiased,-1.695823955,0.046306926,CM009479.1,LG4,A
RBBH-11793,-0.430148381,0.748188471,Unbiased,1.26486187,0.506328943,NA,NA,NA
RBBH-11794,2.059036256,0.011908397,female_biased,-0.342041973,0.850400994,CM009480.1,LG5,A
RBBH-11798,0.386795269,0.557764874,Unbiased,-0.178557292,0.870052099,CM009479.1,LG4,A
RBBH-11799,2.109172092,0.117740688,Unbiased,0.252269607,0.940291265,CM009483.1,LG8,A
RBBH-118,-2.385394789,0.016547646,male_biased,0.016667553,0.994689792,CM009482.1,LG7,A
RBBH-11801,0.251977943,0.725691072,Unbiased,-1.117806677,0.114325194,CM009477.1,LG2,A
RBBH-11802,3.223291356,5.45E-05,female_biased,-1.222561834,0.034072128,CM009479.1,LG4,A
RBBH-11804,0.165420738,0.824645091,Unbiased,0.093225608,0.931334332,CM009480.1,LG5,A
RBBH-11806,-1.865911874,1.64E-05,male_biased,-0.422700377,0.616933568,CM009479.1,LG4,A
RBBH-11807,-2.32434477,1.88E-06,male_biased,1.211902824,0.370145111,CM009474.1,LG11,A
RBBH-11808,-0.982851915,0.049483178,male_biased,0.656421484,0.460883758,PGFK01002326.1,NA,NA
RBBH-1181,1.589598715,2.87E-05,female_biased,-0.374991478,0.640146055,CM009482.1,LG7,A
RBBH-11810,0.781670879,0.083689589,Unbiased,-0.478710874,0.555914295,CM009478.1,LG3,A
RBBH-11813,-0.729945269,0.089546683,Unbiased,1.157341484,0.012935368,CM009472.1,LG1,A
RBBH-11814,0.20842922,0.722107403,Unbiased,-0.240805066,0.808960321,CM009478.1,LG3,A
RBBH-11815,1.601995731,0.020581602,female_biased,0.140565576,0.913179602,CM009480.1,LG5,A
RBBH-11816,-4.679733902,4.69E-26,male_biased,0.027912699,0.984050616,CM009472.1,LG1,A
RBBH-11818,1.956711332,0.000230307,female_biased,-0.669705741,0.443610062,PGFK01003056.1,NA,NA
RBBH-11819,0.209855525,0.699045813,Unbiased,-0.204143605,0.821593177,CM009480.1,LG5,A
RBBH-1182,-0.283434172,0.708095523,Unbiased,0.985343442,0.315100937,CM009474.1,LG11,A
RBBH-11820,0.242575353,0.728753685,Unbiased,-0.744017792,0.412238753,CM009479.1,LG4,A
RBBH-11823,-1.626784751,0.055741164,Unbiased,0.098874958,0.966263493,CM009473.1,LG10,A
RBBH-11824,-2.303064151,0.000521213,male_biased,2.424657113,0.002705388,PGFK01001818.1,NA,NA
RBBH-11825,0.345668679,0.525475745,Unbiased,-0.586787348,0.365849985,CM009482.1,LG7,A
RBBH-11826,-0.43204938,0.434525882,Unbiased,0.325517469,0.762522182,CM009477.1,LG2,A
RBBH-11827,0.703387393,0.233523803,Unbiased,0.071188834,0.960444101,PGFK01002594.1,NA,NA
RBBH-11828,0.057260724,0.919181247,Unbiased,0.073427842,0.948212355,CM009472.1,LG1,A
RBBH-11830,-0.342932659,0.729109035,Unbiased,0.244568163,0.898964652,CM009477.1,LG2,A
RBBH-11831,3.459240914,0.000314217,female_biased,0.151211154,0.955673317,CM009482.1,LG7,A
RBBH-11832,-1.980218569,0.052316071,Unbiased,0.323557465,0.860064542,CM009482.1,LG7,A
RBBH-11835,-0.554208747,0.284488207,Unbiased,-0.794798515,0.166341402,PGFK01000763.1,NA,NA
RBBH-11837,-1.951262829,0.0027968,male_biased,0.475028238,0.733629132,PGFK01002465.1,NA,NA
RBBH-11838,1.541202718,0.046518091,female_biased,-0.843005045,0.399715302,CM009478.1,LG3,A
RBBH-11839,0.030785721,0.981485139,Unbiased,NA,NA,CM009476.1,LG13,X
RBBH-1184,-0.035573995,0.95082873,Unbiased,0.194838969,0.848374712,PGFK01000688.1,NA,NA
RBBH-11844,-2.283759189,0.009078945,male_biased,0.567213517,0.663747974,CM009478.1,LG3,A
RBBH-11845,7.620082999,4.25E-09,female_biased,0.216815647,0.938592875,CM009477.1,LG2,A
RBBH-11846,-0.027318397,0.962531065,Unbiased,-0.084973378,0.929590095,CM009474.1,LG11,A
RBBH-11847,2.48508708,0.000314217,female_biased,-0.959206891,0.196825867,CM009483.1,LG8,A
RBBH-11850,0.288904923,0.709543845,Unbiased,-0.342583019,0.767217178,CM009484.1,LG9,A
RBBH-11852,0.117823007,0.90488253,Unbiased,-1.340261927,0.224661841,CM009481.1,LG6,A
RBBH-11854,0.213429459,0.749684235,Unbiased,-1.983587866,0.004439766,PGFK01003056.1,NA,NA
RBBH-11855,9.277795871,2.70E-09,female_biased,-0.376997203,0.913179602,CM009479.1,LG4,A
RBBH-11856,-0.593942854,0.275653316,Unbiased,0.852091136,0.233400244,CM009476.1,LG13,X
RBBH-11857,-0.793710618,0.075910441,Unbiased,0.436125656,0.558224117,CM009481.1,LG6,A
RBBH-11858,0.605645727,0.37357493,Unbiased,-0.089175127,0.937943487,CM009474.1,LG11,A
RBBH-11859,-1.379340021,0.107287823,Unbiased,1.653123131,0.173058814,CM009479.1,LG4,A
RBBH-11860,-0.787663812,0.090652748,Unbiased,0.389925906,0.684982883,CM009481.1,LG6,A
RBBH-11861,0.033402255,0.957453824,Unbiased,-0.31684158,0.704728284,PGFK01003508.1,NA,NA
RBBH-11864,-0.428233048,0.357612172,Unbiased,0.456823347,0.56525967,CM009482.1,LG7,A
RBBH-11867,0.107512846,0.85566798,Unbiased,-0.028569106,0.980900807,CM009472.1,LG1,A
RBBH-11869,0.074581303,0.906637103,Unbiased,-0.383739733,0.68852145,CM009483.1,LG8,A
RBBH-1187,-0.444701036,0.49752948,Unbiased,-1.265521994,0.174676295,CM009478.1,LG3,A
RBBH-11870,0.797154259,0.242280698,Unbiased,1.058073767,0.234562897,PGFK01003155.1,NA,NA
RBBH-11871,0.483796382,0.504234426,Unbiased,-0.223377189,0.865688641,CM009474.1,LG11,A
RBBH-11874,-0.396011342,0.403481012,Unbiased,0.150001917,0.881314856,CM009483.1,LG8,A
RBBH-11875,0.417953356,0.467837624,Unbiased,-0.210060883,0.846627213,CM009478.1,LG3,A
RBBH-11876,0.015071096,0.98944981,Unbiased,0.338287858,0.823657838,CM009483.1,LG8,A
RBBH-11878,1.607006301,0.0031627,female_biased,-0.222872701,0.843578446,PGFK01001788.1,NA,NA
RBBH-1188,-0.112236422,0.849622805,Unbiased,-0.502088771,0.479995122,CM009473.1,LG10,A
RBBH-11881,-0.392768682,0.82295232,Unbiased,0.119841278,0.964150391,CM009477.1,LG2,A
RBBH-11882,0.510992166,0.341707606,Unbiased,0.514984534,0.527237554,PGFK01001788.1,NA,NA
RBBH-11885,0.59931517,0.439038222,Unbiased,-0.988804175,0.201194771,PGFK01003638.1,NA,NA
RBBH-11889,0.148299624,0.883912079,Unbiased,1.357641738,0.131946769,CM009479.1,LG4,A
RBBH-1189,1.822327352,0.055741164,Unbiased,-1.804784259,0.157992902,PGFK01000922.1,NA,NA
RBBH-11890,-0.228171799,0.778961835,Unbiased,0.322662573,0.826705614,CM009472.1,LG1,A
RBBH-11891,1.468691181,0.002690025,female_biased,-0.304300486,0.74954768,CM009474.1,LG11,A
RBBH-11892,-7.173337827,1.47E-20,male_biased,0.822089919,0.590390583,CM009479.1,LG4,A
RBBH-11894,-0.257827471,0.592067783,Unbiased,-0.104116806,0.921977747,CM009483.1,LG8,A
RBBH-11895,-1.511174004,0.030507817,male_biased,-0.404218333,0.774838699,CM009479.1,LG4,A
RBBH-11898,0.449626934,0.728125048,Unbiased,-0.00600906,0.998728923,CM009482.1,LG7,A
RBBH-119,-2.152616038,0.000276747,male_biased,0.851844417,0.453897141,CM009472.1,LG1,A
RBBH-1190,1.540250669,0.000516544,female_biased,-0.404593687,0.664328041,CM009484.1,LG9,A
RBBH-11900,0.192410052,0.843992772,Unbiased,0.04256658,0.98192125,PGFK01000994.1,NA,NA
RBBH-11901,-1.30752472,0.015269073,male_biased,0.165899879,0.905026936,CM009478.1,LG3,A
RBBH-11902,1.690615435,0.000148814,female_biased,-0.102425927,0.921125258,CM009478.1,LG3,A
RBBH-11903,1.223318297,0.003046378,female_biased,-0.195611123,0.819201432,CM009479.1,LG4,A
RBBH-11904,1.030106457,0.054340508,Unbiased,-0.563207615,0.508081818,CM009478.1,LG3,A
RBBH-11907,1.402163788,0.015497806,female_biased,0.10738561,0.930538524,PGFK01000068.1,NA,NA
RBBH-11908,-0.503911926,0.544212976,Unbiased,-0.94181144,0.25802687,CM009481.1,LG6,A
RBBH-1191,-0.223391544,0.866897666,Unbiased,0.786909149,0.674918685,CM009478.1,LG3,A
RBBH-11911,0.47955669,0.301668873,Unbiased,0.22436581,0.774879741,CM009478.1,LG3,A
RBBH-11912,0.785523647,0.262221834,Unbiased,0.487144431,0.677527272,CM009480.1,LG5,A
RBBH-11913,0.98054394,0.0663706,Unbiased,-0.2677783,0.807843229,CM009472.1,LG1,A
RBBH-11915,0.479501475,0.425054547,Unbiased,-0.421680822,0.582947461,CM009480.1,LG5,A
RBBH-11917,2.825944556,4.18E-05,female_biased,0.640369222,0.623610624,CM009478.1,LG3,A
RBBH-11918,-1.921911359,0.002518362,male_biased,NA,NA,CM009472.1,LG1,A
RBBH-11921,0.190370129,0.726869982,Unbiased,0.090698131,0.930538524,CM009483.1,LG8,A
RBBH-11923,1.683301296,1.00E-05,female_biased,0.276886799,0.72622226,PGFK01003155.1,NA,NA
RBBH-11924,-1.125704655,0.022954761,male_biased,-0.206808106,0.852958717,CM009476.1,LG13,X
RBBH-11925,-2.076257367,0.008631663,male_biased,0.549200479,0.753349193,CM009479.1,LG4,A
RBBH-11926,-0.806239618,0.158113897,Unbiased,0.121018273,0.921414115,CM009480.1,LG5,A
RBBH-11928,-4.575929538,6.85E-14,male_biased,1.610367089,0.069497815,CM009473.1,LG10,A
RBBH-1193,0.357668501,0.589449928,Unbiased,0.37707449,0.734923662,CM009479.1,LG4,A
RBBH-11933,-0.718243902,0.163151489,Unbiased,0.271876984,0.78992347,PGFK01003638.1,NA,NA
RBBH-11935,0.560403679,0.367493784,Unbiased,-0.607493859,0.48845482,NA,NA,NA
RBBH-11936,-3.45787507,1.57E-12,male_biased,0.859012355,0.274106061,CM009484.1,LG9,A
RBBH-11938,1.497301352,0.013497185,female_biased,-0.739096462,0.449334688,PGFK01003155.1,NA,NA
RBBH-11939,-0.771762859,0.097316864,Unbiased,0.314400101,0.684982883,CM009480.1,LG5,A
RBBH-11941,-0.876507678,0.104759116,Unbiased,0.325545776,0.738175016,CM009479.1,LG4,A
RBBH-11942,0.65394704,0.160328789,Unbiased,-0.60386736,0.353366426,CM009473.1,LG10,A
RBBH-11943,-0.058708062,0.926040253,Unbiased,-0.196867382,0.831654802,CM009484.1,LG9,A
RBBH-11944,1.018586015,0.041240698,female_biased,-0.226330602,0.82521016,CM009482.1,LG7,A
RBBH-11946,-0.416233579,0.4378061,Unbiased,-0.062732009,0.958997337,CM009478.1,LG3,A
RBBH-11947,-0.068231702,0.916469532,Unbiased,-0.611877588,0.429329738,CM009473.1,LG10,A
RBBH-11948,2.952330669,6.79E-15,female_biased,-0.757535034,0.23341684,PGFK01003047.1,NA,NA
RBBH-11949,0.141834937,0.872856283,Unbiased,-0.300110553,0.829218693,PGFK01003485.1,NA,NA
RBBH-11950,0.369862229,0.696763056,Unbiased,0.358220835,0.784118832,NA,NA,NA
RBBH-11951,0.537826676,0.255218404,Unbiased,-0.064493377,0.951363568,CM009481.1,LG6,A
RBBH-11952,-0.204502341,0.712866679,Unbiased,0.168839419,0.865688641,CM009482.1,LG7,A
RBBH-11953,1.49022888,0.150175947,Unbiased,-3.23122859,0.010116006,CM009478.1,LG3,A
RBBH-11954,-0.23298262,0.816986297,Unbiased,0.321569359,0.808266668,CM009479.1,LG4,A
RBBH-11955,0.881304778,0.041077229,female_biased,-0.294474446,0.770163778,CM009482.1,LG7,A
RBBH-11957,1.164683941,0.024372853,female_biased,-0.368282213,0.662436779,CM009480.1,LG5,A
RBBH-11958,0.281441633,0.556277007,Unbiased,-0.503235272,0.429951287,CM009481.1,LG6,A
RBBH-11959,-1.512668664,0.000146663,male_biased,0.058233822,0.95677032,CM009479.1,LG4,A
RBBH-1196,1.938481761,8.15E-05,female_biased,0.20091622,0.848296068,CM009479.1,LG4,A
RBBH-11960,0.194336633,0.691511952,Unbiased,-0.209759584,0.796383856,CM009473.1,LG10,A
RBBH-11963,0.50575189,0.444428793,Unbiased,0.05065236,0.96856153,PGFK01001376.1,NA,NA
RBBH-11966,0.046636334,0.975026296,Unbiased,-1.440535918,0.427730947,CM009479.1,LG4,A
RBBH-11967,2.794744902,1.45E-08,female_biased,0.724325594,0.399763374,CM009476.1,LG13,X
RBBH-11968,0.451403648,0.349110574,Unbiased,1.733397424,3.46E-05,CM009476.1,LG13,X
RBBH-11969,-0.674147633,0.486810407,Unbiased,0.734907853,0.68852145,CM009473.1,LG10,A
RBBH-1197,0.998176947,0.025057612,female_biased,-0.826293259,0.160623163,CM009483.1,LG8,A
RBBH-11970,-0.575388043,0.541779838,Unbiased,-0.742467415,0.653299043,CM009479.1,LG4,A
RBBH-11974,-1.433753432,0.005562647,male_biased,0.28285039,0.752001107,CM009473.1,LG10,A
RBBH-11975,0.135226496,0.893744361,Unbiased,0.536639245,0.68346028,CM009481.1,LG6,A
RBBH-11977,1.514748307,0.00185714,female_biased,-0.294917733,0.7900549,PGFK01003155.1,NA,NA
RBBH-11978,0.058238368,0.922073747,Unbiased,-0.267553674,0.745516513,CM009479.1,LG4,A
RBBH-11981,0.564370192,0.311392033,Unbiased,-0.291064128,0.728842916,PGFK01000850.1,NA,NA
RBBH-11984,-0.17468432,0.818891671,Unbiased,0.067838897,0.965056623,CM009476.1,LG13,X
RBBH-11985,-1.305349539,0.145434629,Unbiased,0.747549336,0.663747974,CM009483.1,LG8,A
RBBH-11987,0.244560994,0.621411819,Unbiased,-0.746033724,0.14260552,CM009478.1,LG3,A
RBBH-11988,-0.439588287,0.348617639,Unbiased,0.257297895,0.770929184,CM009474.1,LG11,A
RBBH-1199,0.461959604,0.373584236,Unbiased,-0.0416469,0.973048291,CM009480.1,LG5,A
RBBH-11990,-0.753353116,0.068649838,Unbiased,-0.044862568,0.963739426,CM009478.1,LG3,A
RBBH-11992,-0.511780417,0.457470756,Unbiased,-0.372176885,0.789759605,CM009474.1,LG11,A
RBBH-11994,0.493922684,0.267492878,Unbiased,-0.430903322,0.555253378,CM009480.1,LG5,A
RBBH-11996,-0.969843339,0.032371957,male_biased,-0.14474948,0.890945296,CM009478.1,LG3,A
RBBH-11998,-1.99797514,1.67E-07,male_biased,-0.367690533,0.677527272,CM009481.1,LG6,A
RBBH-12,0.841777041,0.13791142,Unbiased,-0.765027393,0.431686474,CM009477.1,LG2,A
RBBH-120,-1.093912377,0.100460606,Unbiased,-0.343827642,0.774879741,CM009477.1,LG2,A
RBBH-12002,-0.568914189,0.393473904,Unbiased,-0.806625466,0.253184324,CM009473.1,LG10,A
RBBH-12003,-0.83837616,0.271674115,Unbiased,-0.608648343,0.678141075,CM009479.1,LG4,A
RBBH-12006,0.216846445,0.687460862,Unbiased,-0.366845515,0.635668421,CM009478.1,LG3,A
RBBH-12007,0.426956169,0.623512659,Unbiased,0.371032152,0.818105463,CM009478.1,LG3,A
RBBH-12008,0.039772067,0.963519389,Unbiased,-1.362369518,0.1037143,CM009472.1,LG1,A
RBBH-1201,1.400329035,0.003758482,female_biased,-0.591931719,0.463168008,CM009473.1,LG10,A
RBBH-12010,-0.262269813,0.760201998,Unbiased,-1.051460955,0.330699783,CM009476.1,LG13,X
RBBH-12012,0.4398542,0.391865255,Unbiased,0.254574331,0.809702084,PGFK01002481.1,NA,NA
RBBH-12013,-3.755813723,0.000153999,male_biased,0.520058295,0.744516478,CM009472.1,LG1,A
RBBH-12015,1.418018678,0.001308996,female_biased,0.401987292,0.615967851,PGFK01001867.1,NA,NA
RBBH-12016,-0.119407992,0.883912079,Unbiased,-0.529218674,0.68852145,NA,NA,NA
RBBH-12017,1.852411869,0.02957227,female_biased,-0.493504769,0.745937336,CM009482.1,LG7,A
RBBH-12018,-0.904383804,0.104315904,Unbiased,-0.420972237,0.682545869,CM009478.1,LG3,A
