genename,Tce_LG_log2FC_SB,Tce_LG_FDR_SB,Tce_LG_sexbias,Tce_LG_log2FC_SA,Tce_LG_FDR_SA,scaf_name,LG,chr_type
RBBH-15251,0.494970787,0.752150773,Unbiased,0.445477061,0.308193659,CM009483.1,LG8,A
RBBH-15253,0.282769103,0.96019661,Unbiased,-0.479321772,0.403963473,CM009473.1,LG10,A
RBBH-15255,-0.363316157,0.789153457,Unbiased,0.064882011,0.903527676,CM009479.1,LG4,A
RBBH-15256,-0.115782977,0.977379365,Unbiased,0.170971847,0.639768628,CM009472.1,LG1,A
RBBH-15257,0.530964119,0.924093981,Unbiased,-0.905080868,0.146391175,PGFK01002170.1,NA,NA
RBBH-1526,-0.254135971,0.89785565,Unbiased,-0.157778945,0.692006352,CM009478.1,LG3,A
RBBH-15261,0.662921949,0.582385172,Unbiased,0.119496871,0.804230873,CM009483.1,LG8,A
RBBH-15262,0.43745933,0.809857608,Unbiased,0.012875523,0.983361174,CM009478.1,LG3,A
RBBH-15264,-0.774401355,0.4783322,Unbiased,-0.1781846,0.802157232,CM009479.1,LG4,A
RBBH-15265,0.139062719,0.969368433,Unbiased,-0.433673526,0.289133934,CM009479.1,LG4,A
RBBH-15266,0.260557371,0.920481463,Unbiased,-0.460954703,0.110654977,CM009483.1,LG8,A
RBBH-15270,0.907077765,0.699027054,Unbiased,-0.620187954,0.462930903,CM009481.1,LG6,A
RBBH-15271,-0.120716621,0.977826492,Unbiased,0.237768241,0.613256491,CM009483.1,LG8,A
RBBH-15272,0.044103314,0.99594508,Unbiased,-0.657940579,0.165464729,CM009482.1,LG7,A
RBBH-15273,0.536926145,0.458406482,Unbiased,-0.606219711,0.072248701,CM009479.1,LG4,A
RBBH-15275,-0.342711073,0.825305974,Unbiased,0.057148,0.917393029,CM009483.1,LG8,A
RBBH-15277,-0.227527752,0.949603366,Unbiased,-0.376318008,0.359701963,CM009474.1,LG11,A
RBBH-15278,0.02083321,0.997640133,Unbiased,0.328515394,0.323002831,CM009477.1,LG2,A
RBBH-1528,0.322748475,0.863881942,Unbiased,-0.231145911,0.576934256,CM009481.1,LG6,A
RBBH-15280,-0.149076025,0.963261434,Unbiased,-0.566042477,0.057949187,PGFK01002072.1,NA,NA
RBBH-15281,-0.384462049,0.936896865,Unbiased,-0.173053312,0.845412056,CM009483.1,LG8,A
RBBH-15282,-0.50391485,0.628131275,Unbiased,0.122317442,0.790989991,CM009480.1,LG5,A
RBBH-15284,-0.715569782,0.4488549,Unbiased,0.316243605,0.492505747,CM009478.1,LG3,A
RBBH-15285,0.490440481,0.882837483,Unbiased,-0.210533258,0.7261374,CM009472.1,LG1,A
RBBH-15287,-0.153175102,0.96896633,Unbiased,-0.387564495,0.278529762,CM009479.1,LG4,A
RBBH-15289,-0.48307019,0.813707974,Unbiased,0.206071823,0.709302239,CM009472.1,LG1,A
RBBH-1529,0.018390726,0.997640133,Unbiased,0.425345695,0.171950861,CM009483.1,LG8,A
RBBH-15290,-0.538825537,0.896101415,Unbiased,-1.482022807,8.14928E-05,PGFK01003130.1,NA,NA
RBBH-15291,-0.306912472,0.863135699,Unbiased,-0.104174719,0.805933393,CM009478.1,LG3,A
RBBH-15294,-0.402401826,0.65372881,Unbiased,0.254273825,0.435058972,PGFK01001788.1,NA,NA
RBBH-15295,-2.467217691,0.011488853,male_biased,4.32138477,1.96E-22,CM009484.1,LG9,A
RBBH-15296,-0.838990795,0.050896295,Unbiased,0.77807301,0.005188203,CM009481.1,LG6,A
RBBH-15300,-0.023182536,0.997640133,Unbiased,-1.102001264,0.005584389,CM009479.1,LG4,A
RBBH-15305,0.234888581,0.920481463,Unbiased,0.039968082,0.935322003,CM009472.1,LG1,A
RBBH-15306,-0.530760906,0.867822831,Unbiased,-0.687838213,0.336331578,CM009482.1,LG7,A
RBBH-15309,-0.515011557,0.833081992,Unbiased,0.486664564,0.216687093,CM009480.1,LG5,A
RBBH-1531,0.420242375,0.895298094,Unbiased,-0.333053538,0.326609315,CM009473.1,LG10,A
RBBH-15311,-0.454012256,0.867834302,Unbiased,1.078439075,0.036805386,CM009478.1,LG3,A
RBBH-15314,0.346535066,0.747120517,Unbiased,0.188083072,0.5814269,CM009472.1,LG1,A
RBBH-15315,-0.081608446,0.984111276,Unbiased,0.202243795,0.592490437,CM009481.1,LG6,A
RBBH-15316,-0.010170962,0.998312735,Unbiased,-0.090722609,0.927494937,CM009478.1,LG3,A
RBBH-15318,-0.120602014,0.984111276,Unbiased,-0.074209901,0.915881651,CM009482.1,LG7,A
RBBH-1532,0.501156501,0.749039256,Unbiased,0.13397862,0.775108827,CM009479.1,LG4,A
RBBH-15322,-0.190706531,0.964859235,Unbiased,0.464969305,0.137336558,CM009482.1,LG7,A
RBBH-15323,0.618741349,0.341052962,Unbiased,-0.276817041,0.371598892,CM009473.1,LG10,A
RBBH-15325,-1.846451672,0.260680106,Unbiased,NA,NA,PGFK01002461.1,NA,NA
RBBH-15326,0.2264445,0.924093981,Unbiased,-0.092827879,0.812192117,CM009473.1,LG10,A
RBBH-15327,-0.280577049,0.930256015,Unbiased,-0.362809727,0.515022797,CM009483.1,LG8,A
RBBH-15329,0.078716571,0.990584297,Unbiased,0.146032069,0.805893258,PGFK01000374.1,NA,NA
RBBH-15330,-0.142143467,0.995442329,Unbiased,-1.12837233,0.223745884,PGFK01002594.1,NA,NA
RBBH-15331,-0.196657417,0.920481463,Unbiased,0.612660484,0.011194403,CM009476.1,LG13,X
RBBH-15332,-0.159616728,0.971489035,Unbiased,0.149283671,0.827983409,PGFK01002481.1,NA,NA
RBBH-15333,0.741450168,0.344424194,Unbiased,-0.385509036,0.422159325,CM009479.1,LG4,A
RBBH-15334,0.042719442,0.99594508,Unbiased,0.240853749,0.591913093,CM009480.1,LG5,A
RBBH-15335,0.099452426,0.995717111,Unbiased,-0.064289324,0.961980516,CM009482.1,LG7,A
RBBH-15336,0.461795124,0.80258248,Unbiased,-0.16622386,0.718642911,CM009483.1,LG8,A
RBBH-15337,0.386943056,0.786507318,Unbiased,0.317622547,0.269834051,PGFK01000663.1,NA,NA
RBBH-15339,0.186319034,0.975845482,Unbiased,-0.203629071,0.788240509,CM009478.1,LG3,A
RBBH-15341,-0.078959894,0.985537895,Unbiased,0.171874455,0.71861226,CM009482.1,LG7,A
RBBH-15343,-0.023423229,0.997686618,Unbiased,0.06281156,0.930067509,CM009482.1,LG7,A
RBBH-15344,9.445783175,3.08E-59,female_biased,0.081500474,0.931169427,PGFK01003056.1,NA,NA
RBBH-15345,0.276319926,0.895298094,Unbiased,-0.313328146,0.281225076,CM009481.1,LG6,A
RBBH-15346,0.026111545,0.997640133,Unbiased,-0.166902111,0.663268078,CM009478.1,LG3,A
RBBH-15347,-0.646410364,0.236178594,Unbiased,0.172617079,0.674076611,CM009474.1,LG11,A
RBBH-15348,-0.382257399,0.841127032,Unbiased,0.495236616,0.220765201,CM009474.1,LG11,A
RBBH-15349,0.476104629,0.813675785,Unbiased,0.256028698,0.645467844,NA,NA,NA
RBBH-1535,0.205127284,0.978351944,Unbiased,0.173799691,0.846056165,CM009474.1,LG11,A
RBBH-15350,-0.123215346,0.968516459,Unbiased,0.054023236,0.90070077,PGFK01000471.1,NA,NA
RBBH-15351,0.226072384,0.971489035,Unbiased,-0.775816478,0.162362116,CM009478.1,LG3,A
RBBH-15352,-0.35945342,0.838760106,Unbiased,0.351496102,0.372504892,CM009480.1,LG5,A
RBBH-15354,-0.075324855,0.990521554,Unbiased,-0.152963663,0.748223927,CM009480.1,LG5,A
RBBH-15355,-0.209304105,0.962362897,Unbiased,0.303060611,0.499969136,CM009477.1,LG2,A
RBBH-15357,-0.206241845,0.940950047,Unbiased,0.13397332,0.732694407,CM009476.1,LG13,X
RBBH-15358,0.06026678,0.992060377,Unbiased,0.087298249,0.879939446,CM009479.1,LG4,A
RBBH-15359,0.405892051,0.726415412,Unbiased,-0.224141321,0.487900068,CM009483.1,LG8,A
RBBH-1536,-0.095996145,0.985880111,Unbiased,-0.168769696,0.739818098,CM009477.1,LG2,A
RBBH-15360,-0.328431739,0.775932343,Unbiased,-0.309189356,0.268209093,CM009481.1,LG6,A
RBBH-15361,-0.206369226,0.981285879,Unbiased,-0.714485564,0.241829993,PGFK01001531.1,NA,NA
RBBH-15363,-0.041737921,0.99594508,Unbiased,0.504199333,0.17142644,CM009475.1,LG12,A
RBBH-15365,-0.102210887,0.980980293,Unbiased,0.326045633,0.30526231,CM009479.1,LG4,A
RBBH-15366,-0.216985376,0.968516459,Unbiased,0.417387558,0.473774234,CM009478.1,LG3,A
RBBH-1537,2.143577121,2.07053E-06,female_biased,-0.402116505,0.295093667,CM009482.1,LG7,A
RBBH-15370,0.015977132,0.997686618,Unbiased,-0.360167598,0.411910937,CM009480.1,LG5,A
RBBH-15371,0.088432408,0.992060377,Unbiased,0.224194902,0.779151345,CM009477.1,LG2,A
RBBH-15372,0.101171273,0.992060377,Unbiased,0.524751199,0.545995443,CM009481.1,LG6,A
RBBH-15373,0.328272385,0.875920631,Unbiased,-0.254085773,0.489780376,PGFK01000909.1,NA,NA
RBBH-15376,0.239831508,0.951878219,Unbiased,0.379436677,0.432560036,CM009482.1,LG7,A
RBBH-15377,0.154600457,0.965858001,Unbiased,0.162464515,0.638282424,PGFK01001247.1,NA,NA
RBBH-15378,-0.218044659,0.916592241,Unbiased,0.208788433,0.530209668,PGFK01002391.1,NA,NA
RBBH-15379,0.458053917,0.768231415,Unbiased,-0.256713038,0.649622168,CM009479.1,LG4,A
RBBH-1538,-0.523175721,0.791401799,Unbiased,1.329799545,0.000219508,CM009472.1,LG1,A
RBBH-15380,-0.067660488,0.989215886,Unbiased,-0.135531335,0.76472329,CM009482.1,LG7,A
RBBH-15381,0.046532391,0.992060377,Unbiased,-0.023789895,0.954870382,PGFK01001247.1,NA,NA
RBBH-15383,0.087527751,0.9874089,Unbiased,-0.728185892,0.037736586,CM009482.1,LG7,A
RBBH-15385,-0.00745902,0.997686618,Unbiased,0.150337249,0.664511793,CM009484.1,LG9,A
RBBH-15387,-0.64656226,0.491183329,Unbiased,1.1780426,0.000986709,CM009483.1,LG8,A
RBBH-15388,-0.711238881,0.613740246,Unbiased,0.459610203,0.406534219,CM009477.1,LG2,A
RBBH-15389,-0.881848971,0.30036406,Unbiased,-0.526461832,0.415161972,CM009476.1,LG13,X
RBBH-1539,-0.621083239,0.459816614,Unbiased,-0.079045166,0.900437165,PGFK01002391.1,NA,NA
RBBH-15391,-0.110431985,0.984620551,Unbiased,0.173548779,0.808290233,CM009482.1,LG7,A
RBBH-15393,-0.022911622,0.997640133,Unbiased,0.278758791,0.449445524,CM009480.1,LG5,A
RBBH-15395,0.422935097,0.847241049,Unbiased,-0.36069417,0.455007858,CM009482.1,LG7,A
RBBH-15396,0.150469862,0.975845482,Unbiased,-1.168377503,0.010504283,CM009472.1,LG1,A
RBBH-15398,0.066572951,0.985210004,Unbiased,0.31610065,0.261194822,CM009481.1,LG6,A
RBBH-15399,0.47239293,0.841268994,Unbiased,-0.322884391,0.613256491,CM009479.1,LG4,A
RBBH-154,-0.674851708,0.701296518,Unbiased,-0.453144558,0.417383282,CM009480.1,LG5,A
RBBH-15401,0.784193314,0.670278963,Unbiased,0.140977891,0.85974682,CM009483.1,LG8,A
RBBH-15402,0.016252818,0.997686618,Unbiased,-0.067343276,0.866733469,CM009478.1,LG3,A
RBBH-15404,0.117273102,0.985714406,Unbiased,0.635790123,0.078297365,CM009474.1,LG11,A
RBBH-15407,0.080622414,0.992227784,Unbiased,0.529739054,0.231794485,CM009483.1,LG8,A
RBBH-15408,0.074945022,0.981904338,Unbiased,-0.056013097,0.902936763,CM009472.1,LG1,A
RBBH-1541,-0.138159184,0.965571806,Unbiased,0.021791192,0.959309271,CM009478.1,LG3,A
RBBH-15410,0.532066675,0.841127032,Unbiased,-0.666044626,0.312512332,CM009481.1,LG6,A
RBBH-15411,0.264977337,0.93404717,Unbiased,-0.015524352,0.97867518,CM009483.1,LG8,A
RBBH-15413,-0.124326935,0.971489035,Unbiased,0.15631809,0.649501866,CM009481.1,LG6,A
RBBH-15414,-0.074009076,0.985210004,Unbiased,0.131208073,0.737284544,CM009482.1,LG7,A
RBBH-15417,0.136742056,0.980343167,Unbiased,-0.496137344,0.217510754,CM009479.1,LG4,A
RBBH-15420,0.101666964,0.992060377,Unbiased,0.69022018,0.242249268,CM009481.1,LG6,A
RBBH-15422,0.079391147,0.984111276,Unbiased,0.40977568,0.155952501,CM009478.1,LG3,A
RBBH-15423,-0.201746519,0.924093981,Unbiased,0.004940604,0.990034914,CM009474.1,LG11,A
RBBH-15424,0.133916501,0.973416641,Unbiased,0.026200375,0.964790061,CM009481.1,LG6,A
RBBH-15425,0.603932438,0.257217244,Unbiased,-0.332361871,0.24571698,CM009479.1,LG4,A
RBBH-15426,-0.509744316,0.452862889,Unbiased,0.450154667,0.097914724,CM009472.1,LG1,A
RBBH-15427,0.008232399,0.998561892,Unbiased,NA,NA,CM009473.1,LG10,A
RBBH-15429,0.024878079,0.997640133,Unbiased,0.154233648,0.756156749,CM009484.1,LG9,A
RBBH-15430,0.134928495,0.978351944,Unbiased,0.294086455,0.459294253,CM009477.1,LG2,A
RBBH-15432,0.194117333,0.968516459,Unbiased,0.220562501,0.687626917,CM009483.1,LG8,A
RBBH-15433,0.058121039,0.994165474,Unbiased,-0.752498121,0.031164214,CM009477.1,LG2,A
RBBH-15434,0.291308122,0.949839601,Unbiased,-0.746420493,0.255079854,CM009483.1,LG8,A
RBBH-15435,-0.0742711,0.983557927,Unbiased,0.091491157,0.800718743,PGFK01002391.1,NA,NA
RBBH-15436,-0.535093715,0.880267367,Unbiased,0.423771981,0.595438009,CM009475.1,LG12,A
RBBH-15438,-0.138375111,0.969942104,Unbiased,0.229623786,0.548483614,CM009482.1,LG7,A
RBBH-15439,0.354216071,0.902211549,Unbiased,-0.652722681,0.087105138,CM009478.1,LG3,A
RBBH-1544,-1.058518428,0.770059354,Unbiased,NA,NA,CM009472.1,LG1,A
RBBH-15440,-1.177761813,0.64462969,Unbiased,-0.563694011,0.37805159,CM009473.1,LG10,A
RBBH-15442,0.166148343,0.958878042,Unbiased,-0.032279389,0.947350216,CM009473.1,LG10,A
RBBH-15443,0.015468839,0.997686618,Unbiased,-0.138113095,0.809594309,CM009479.1,LG4,A
RBBH-15444,-0.252957795,0.897212739,Unbiased,0.596228329,0.037474966,CM009478.1,LG3,A
RBBH-15446,0.690746931,0.557183305,Unbiased,0.435161185,0.505670312,CM009475.1,LG12,A
RBBH-15447,-0.02069241,0.997640133,Unbiased,-0.607548123,0.109780383,CM009479.1,LG4,A
RBBH-15448,0.236840817,0.924093981,Unbiased,-0.283940614,0.399534714,CM009479.1,LG4,A
RBBH-15451,-0.234674782,0.965858001,Unbiased,0.850281996,0.047105941,CM009482.1,LG7,A
RBBH-15452,-0.229961885,0.949731444,Unbiased,0.549025564,0.091875151,CM009474.1,LG11,A
RBBH-15453,-0.141262487,0.965858001,Unbiased,0.431985796,0.104276206,CM009478.1,LG3,A
RBBH-15454,-3.264064942,0.087863245,Unbiased,-0.7872609,0.042642008,CM009483.1,LG8,A
RBBH-15455,-0.197717304,0.939101099,Unbiased,0.232250448,0.510478015,CM009479.1,LG4,A
RBBH-15457,0.326990336,0.985210004,Unbiased,-0.984108494,0.131328881,PGFK01002832.1,NA,NA
RBBH-15459,0.411754229,0.728801039,Unbiased,-1.216608157,2.06E-07,CM009473.1,LG10,A
RBBH-1546,0.107347352,0.9874089,Unbiased,-0.472508264,0.494152365,CM009482.1,LG7,A
RBBH-15462,0.134710356,0.980980293,Unbiased,-0.343739725,0.434689789,CM009483.1,LG8,A
RBBH-15465,0.145949592,0.980980293,Unbiased,0.87185276,0.05242627,PGFK01000103.1,NA,NA
RBBH-15470,0.751318137,0.418989772,Unbiased,-0.65873301,0.134148637,CM009482.1,LG7,A
RBBH-15471,0.370138752,0.79632995,Unbiased,-0.143664215,0.781790015,PGFK01001247.1,NA,NA
RBBH-15472,-0.486898877,0.885405977,Unbiased,-0.599726946,0.336992957,CM009483.1,LG8,A
RBBH-15473,-0.329897907,0.971489035,Unbiased,0.01512327,0.987383921,CM009480.1,LG5,A
RBBH-15474,-0.034353339,0.99594508,Unbiased,-0.462961502,0.111591029,PGFK01000483.1,NA,NA
RBBH-15475,0.331228507,0.885405977,Unbiased,-0.488258604,0.102150665,CM009484.1,LG9,A
RBBH-15476,0.354354895,0.775922349,Unbiased,-0.818099495,0.001226295,CM009476.1,LG13,X
RBBH-15477,-0.168888275,0.965858001,Unbiased,-0.232142191,0.562116023,CM009481.1,LG6,A
RBBH-15478,0.270059358,0.983557927,Unbiased,NA,NA,CM009480.1,LG5,A
RBBH-15480,0.169251383,0.974239964,Unbiased,-1.096928085,9.37E-07,CM009483.1,LG8,A
RBBH-15481,-0.208900767,0.980980293,Unbiased,1.75462347,7.98628E-05,CM009484.1,LG9,A
RBBH-15482,-0.404946621,0.753225914,Unbiased,0.006896318,0.989894092,CM009479.1,LG4,A
RBBH-15483,-0.104993588,0.978351944,Unbiased,0.151679393,0.656015626,CM009482.1,LG7,A
RBBH-15486,0.432087384,0.613740246,Unbiased,0.255717281,0.4002639,PGFK01002461.1,NA,NA
RBBH-15490,0.735884804,0.30036406,Unbiased,-0.039372027,0.935356188,CM009479.1,LG4,A
RBBH-15491,-0.139696335,0.984255436,Unbiased,1.259738751,0.002305855,CM009483.1,LG8,A
RBBH-15494,-0.126120825,0.981498797,Unbiased,0.669882639,0.226955304,CM009472.1,LG1,A
RBBH-15497,0.118385678,0.978351944,Unbiased,0.571589263,0.053498384,CM009482.1,LG7,A
RBBH-15498,-0.543835649,0.654652527,Unbiased,0.133133309,0.819725809,CM009483.1,LG8,A
RBBH-15499,-0.360375747,0.879927659,Unbiased,0.587752853,0.118124244,CM009479.1,LG4,A
RBBH-1550,0.082636036,0.992060377,Unbiased,1.04471697,0.016255155,CM009478.1,LG3,A
RBBH-15500,0.507632033,0.786507318,Unbiased,-0.331536208,0.525726416,CM009479.1,LG4,A
RBBH-15504,-0.121945164,0.981904338,Unbiased,0.087495426,0.891216916,PGFK01002391.1,NA,NA
RBBH-15505,-0.044919173,0.99594508,Unbiased,-0.119062736,0.832726762,CM009476.1,LG13,X
RBBH-15506,0.016205869,0.997640133,Unbiased,0.071497325,0.8594379,CM009478.1,LG3,A
RBBH-15507,-0.563499881,0.61751005,Unbiased,0.043728932,0.943866578,CM009483.1,LG8,A
RBBH-15508,0.333939265,0.949731444,Unbiased,-1.031396914,0.015800891,CM009483.1,LG8,A
RBBH-15509,0.307095925,0.878158242,Unbiased,-0.076577305,0.885909614,CM009482.1,LG7,A
RBBH-1551,0.78593428,0.351445807,Unbiased,-0.781502656,0.011194403,CM009484.1,LG9,A
RBBH-15510,-1.523819818,0.00017498,male_biased,-0.129725702,0.719826989,CM009473.1,LG10,A
RBBH-15511,0.437696069,0.710760463,Unbiased,-0.061104455,0.898529748,CM009481.1,LG6,A
RBBH-15512,0.07989783,0.985210004,Unbiased,-0.374592993,0.226699159,CM009483.1,LG8,A
RBBH-15515,-0.199791028,0.964859235,Unbiased,-0.121655025,0.814943447,CM009478.1,LG3,A
RBBH-15516,0.07096834,0.993112574,Unbiased,-2.220919817,6.06E-08,CM009476.1,LG13,X
RBBH-15517,0.101796494,0.987663039,Unbiased,-0.165573156,0.795485516,CM009478.1,LG3,A
RBBH-1552,0.668140817,0.697138269,Unbiased,-0.208207755,0.782941234,CM009474.1,LG11,A
RBBH-15521,-0.251110647,0.929299707,Unbiased,0.178504252,0.656258908,CM009474.1,LG11,A
RBBH-15522,-1.15428014,0.86576417,Unbiased,NA,NA,CM009479.1,LG4,A
RBBH-15523,0.318924865,0.82662585,Unbiased,-0.391464038,0.230458949,CM009476.1,LG13,X
RBBH-15525,-0.054580573,0.992060377,Unbiased,-0.182602472,0.571308033,CM009472.1,LG1,A
RBBH-15528,-0.385222451,0.875819016,Unbiased,-0.370596008,0.279327043,CM009473.1,LG10,A
RBBH-15529,-0.250956694,0.895298094,Unbiased,0.268779149,0.403042369,CM009473.1,LG10,A
RBBH-1553,0.488722388,0.600905497,Unbiased,0.291226097,0.422795617,CM009478.1,LG3,A
RBBH-15531,-0.043150612,0.99594508,Unbiased,-0.381415708,0.545442525,PGFK01001788.1,NA,NA
RBBH-15533,-0.644884413,0.710760463,Unbiased,0.712424421,0.17820433,CM009478.1,LG3,A
RBBH-15536,-0.099609774,0.985714406,Unbiased,0.401155408,0.311533798,PGFK01001788.1,NA,NA
RBBH-15537,0.11423754,0.984255436,Unbiased,-0.612221947,0.006342532,CM009478.1,LG3,A
RBBH-15539,0.139222797,0.968252059,Unbiased,-0.171085605,0.650793116,CM009480.1,LG5,A
RBBH-15544,-0.221281158,0.902211549,Unbiased,0.281601459,0.330066699,CM009472.1,LG1,A
RBBH-15545,-0.020433932,0.997686618,Unbiased,-0.000500081,0.999323187,CM009481.1,LG6,A
RBBH-15546,0.465153087,0.835322935,Unbiased,-0.366933295,0.532856136,CM009473.1,LG10,A
RBBH-15547,0.025276401,0.997882588,Unbiased,-0.530925042,0.682603335,NA,NA,NA
RBBH-15549,0.111185809,0.978351944,Unbiased,0.11280493,0.782343422,CM009480.1,LG5,A
RBBH-15553,0.420689474,0.825308669,Unbiased,0.470356458,0.216211016,CM009480.1,LG5,A
RBBH-15554,-0.161879119,0.980980293,Unbiased,NA,NA,CM009477.1,LG2,A
RBBH-15556,0.052388862,0.992060377,Unbiased,-0.014430911,0.976652685,CM009472.1,LG1,A
RBBH-15561,0.382861262,0.809299016,Unbiased,0.425232797,0.217708363,CM009480.1,LG5,A
RBBH-15563,-0.661021513,0.154938865,Unbiased,0.398170525,0.171920836,CM009481.1,LG6,A
RBBH-15564,0.074150412,0.992060377,Unbiased,-0.188257365,0.743888465,CM009480.1,LG5,A
RBBH-15565,0.140403721,0.979418884,Unbiased,-0.110774304,0.863388872,CM009473.1,LG10,A
RBBH-15567,0.447251986,0.548166042,Unbiased,-0.397138063,0.123961355,CM009483.1,LG8,A
RBBH-15568,-0.098127153,0.980980293,Unbiased,-0.171108977,0.637973308,CM009477.1,LG2,A
RBBH-15570,0.137527647,0.971489035,Unbiased,0.08086802,0.872159317,CM009478.1,LG3,A
RBBH-15571,0.322559845,0.927033135,Unbiased,-0.221256048,0.705108287,CM009483.1,LG8,A
RBBH-15572,0.407865162,0.65372881,Unbiased,0.183014662,0.586437791,PGFK01002215.1,NA,NA
RBBH-15573,-0.308729863,0.939323914,Unbiased,0.005583114,0.993134982,CM009479.1,LG4,A
RBBH-15575,0.148142463,0.978351944,Unbiased,-0.269972245,0.591791534,CM009478.1,LG3,A
RBBH-15576,-0.298794707,0.930256015,Unbiased,0.197454615,0.783731564,CM009478.1,LG3,A
RBBH-15578,-0.339165114,0.783526708,Unbiased,0.224573202,0.522387692,CM009479.1,LG4,A
RBBH-1558,-0.194823115,0.964859235,Unbiased,-0.05265112,0.937095647,CM009479.1,LG4,A
RBBH-15580,0.226850491,0.922166255,Unbiased,-0.422516706,0.204912625,CM009473.1,LG10,A
RBBH-15583,-0.243331574,0.887618082,Unbiased,-0.342701326,0.208632649,PGFK01001788.1,NA,NA
RBBH-15584,0.724969794,0.59229892,Unbiased,0.098678241,0.881461964,CM009474.1,LG11,A
RBBH-15587,0.187962561,0.949603366,Unbiased,-0.027601096,0.964790061,CM009480.1,LG5,A
RBBH-15589,-1.074326503,0.076497602,Unbiased,0.978599422,0.001968768,CM009472.1,LG1,A
RBBH-15594,0.388287107,0.883171297,Unbiased,-0.637461489,0.126122793,PGFK01000964.1,NA,NA
RBBH-15597,0.003687818,0.999354231,Unbiased,0.581830975,0.046132205,PGFK01003638.1,NA,NA
RBBH-15598,0.490418503,0.785949035,Unbiased,-0.475124078,0.321592937,CM009477.1,LG2,A
RBBH-1560,0.085336369,0.983557927,Unbiased,0.181392325,0.702882838,CM009474.1,LG11,A
RBBH-15600,0.366400913,0.859018588,Unbiased,-0.492866689,0.258466014,CM009483.1,LG8,A
RBBH-15602,-0.316215679,0.924093981,Unbiased,0.000975342,0.998865529,CM009477.1,LG2,A
RBBH-15603,-0.504477119,0.742151384,Unbiased,0.67827716,0.079495877,CM009480.1,LG5,A
RBBH-15608,0.077373178,0.987663039,Unbiased,0.070313385,0.899160669,CM009482.1,LG7,A
RBBH-15609,0.051816767,0.995962229,Unbiased,0.064148313,0.943463837,CM009472.1,LG1,A
RBBH-1561,-0.158211552,0.975845482,Unbiased,-0.519518284,0.212550797,PGFK01001247.1,NA,NA
RBBH-15610,0.407284682,0.651697289,Unbiased,0.134330443,0.712043736,CM009481.1,LG6,A
RBBH-15611,-0.407070124,0.930256015,Unbiased,-1.046470207,0.104416737,CM009480.1,LG5,A
RBBH-15612,-0.614204929,0.532387402,Unbiased,0.249332045,0.555935495,CM009484.1,LG9,A
RBBH-15613,-2.400611028,5.125E-05,male_biased,1.285467137,0.006067546,CM009479.1,LG4,A
RBBH-15616,0.491821607,0.879980907,Unbiased,-2.024052149,0.000134437,CM009480.1,LG5,A
RBBH-15617,-0.091517909,0.983557927,Unbiased,-0.116967495,0.800145764,PGFK01001915.1,NA,NA
RBBH-15619,0.30044126,0.868924538,Unbiased,0.067416484,0.87788595,PGFK01000428.1,NA,NA
RBBH-1562,0.304522026,0.885522734,Unbiased,-0.032264151,0.943463837,CM009478.1,LG3,A
RBBH-15621,-1.609570778,0.041100166,male_biased,-0.422920535,0.546019341,CM009480.1,LG5,A
RBBH-15622,-0.448069514,0.920481463,Unbiased,0.873094559,0.122684062,CM009480.1,LG5,A
RBBH-15623,0.076785619,0.980980293,Unbiased,0.089038169,0.805413296,CM009481.1,LG6,A
RBBH-15628,-0.148145847,0.971489035,Unbiased,0.783882251,0.007264961,CM009474.1,LG11,A
RBBH-15629,-0.739317297,0.342104808,Unbiased,0.696972634,0.24536424,CM009474.1,LG11,A
RBBH-1563,0.016018534,0.997686618,Unbiased,0.139177564,0.805527993,PGFK01003248.1,NA,NA
RBBH-15630,0.370321569,0.738130542,Unbiased,-0.453997227,0.125652815,CM009476.1,LG13,X
RBBH-15631,0.035683443,0.99594508,Unbiased,-1.357621631,5.52066E-06,PGFK01001788.1,NA,NA
RBBH-15636,-0.605072201,0.217180449,Unbiased,0.148268757,0.682439538,CM009474.1,LG11,A
RBBH-15639,-0.50044927,0.911220267,Unbiased,-0.75737779,0.166526043,CM009478.1,LG3,A
